,i,j,k,l,V_ijkl
65,9.0,8.0,8.0,9.0,-5.975675
66,10.0,11.0,8.0,9.0,3.140024
67,11.0,10.0,8.0,9.0,-3.140024
68,12.0,13.0,8.0,9.0,3.148977
69,13.0,12.0,8.0,9.0,-3.148977
70,14.0,15.0,8.0,9.0,2.515066
71,15.0,14.0,8.0,9.0,-2.515066
72,16.0,17.0,8.0,9.0,1.4672
73,17.0,16.0,8.0,9.0,-1.4672
74,18.0,19.0,8.0,9.0,1.463695
75,19.0,18.0,8.0,9.0,-1.463695
76,20.0,21.0,8.0,9.0,1.459578
77,21.0,20.0,8.0,9.0,-1.459578
78,8.0,9.0,9.0,8.0,-5.975675
79,9.0,8.0,9.0,8.0,5.975675
80,10.0,11.0,9.0,8.0,-3.140024
81,11.0,10.0,9.0,8.0,3.140024
82,12.0,13.0,9.0,8.0,-3.148977
83,13.0,12.0,9.0,8.0,3.148977
84,14.0,15.0,9.0,8.0,-2.515066
85,15.0,14.0,9.0,8.0,2.515066
86,16.0,17.0,9.0,8.0,-1.4672
87,17.0,16.0,9.0,8.0,1.4672
88,18.0,19.0,9.0,8.0,-1.463695
89,19.0,18.0,9.0,8.0,1.463695
90,20.0,21.0,9.0,8.0,-1.459578
91,21.0,20.0,9.0,8.0,1.459578
92,8.0,9.0,10.0,11.0,3.140024
93,9.0,8.0,10.0,11.0,-3.140024
94,10.0,11.0,10.0,11.0,3.161346
95,11.0,10.0,10.0,11.0,-3.161346
96,12.0,13.0,10.0,11.0,2.115773
97,13.0,12.0,10.0,11.0,-2.115773
98,14.0,15.0,10.0,11.0,2.267738
99,15.0,14.0,10.0,11.0,-2.267738
100,16.0,17.0,10.0,11.0,2.138134
101,17.0,16.0,10.0,11.0,-2.138134
102,18.0,19.0,10.0,11.0,1.5673
103,19.0,18.0,10.0,11.0,-1.5673
104,20.0,21.0,10.0,11.0,1.279761
105,21.0,20.0,10.0,11.0,-1.279761
106,8.0,9.0,11.0,10.0,-3.140024
107,9.0,8.0,11.0,10.0,3.140024
108,10.0,11.0,11.0,10.0,-3.161346
109,11.0,10.0,11.0,10.0,3.161346
110,12.0,13.0,11.0,10.0,-2.115773
111,13.0,12.0,11.0,10.0,2.115773
112,14.0,15.0,11.0,10.0,-2.267738
113,15.0,14.0,11.0,10.0,2.267738
114,16.0,17.0,11.0,10.0,-2.138134
115,17.0,16.0,11.0,10.0,2.138134
116,18.0,19.0,11.0,10.0,-1.5673
117,19.0,18.0,11.0,10.0,1.5673
118,20.0,21.0,11.0,10.0,-1.279761
119,21.0,20.0,11.0,10.0,1.279761
120,8.0,9.0,12.0,13.0,3.148977
121,9.0,8.0,12.0,13.0,-3.148977
122,10.0,11.0,12.0,13.0,2.115773
123,11.0,10.0,12.0,13.0,-2.115773
124,12.0,13.0,12.0,13.0,3.153573
125,13.0,12.0,12.0,13.0,-3.153573
126,14.0,15.0,12.0,13.0,2.281926
127,15.0,14.0,12.0,13.0,-2.281926
128,16.0,17.0,12.0,13.0,1.195934
129,17.0,16.0,12.0,13.0,-1.195934
130,18.0,19.0,12.0,13.0,1.753611
131,19.0,18.0,12.0,13.0,-1.753611
132,20.0,21.0,12.0,13.0,2.02664
133,21.0,20.0,12.0,13.0,-2.02664
134,8.0,9.0,13.0,12.0,-3.148977
135,9.0,8.0,13.0,12.0,3.148977
136,10.0,11.0,13.0,12.0,-2.115773
137,11.0,10.0,13.0,12.0,2.115773
138,12.0,13.0,13.0,12.0,-3.153573
139,13.0,12.0,13.0,12.0,3.153573
140,14.0,15.0,13.0,12.0,-2.281926
141,15.0,14.0,13.0,12.0,2.281926
142,16.0,17.0,13.0,12.0,-1.195934
143,17.0,16.0,13.0,12.0,1.195934
144,18.0,19.0,13.0,12.0,-1.753611
145,19.0,18.0,13.0,12.0,1.753611
146,20.0,21.0,13.0,12.0,-2.02664
147,21.0,20.0,13.0,12.0,2.02664
148,8.0,9.0,14.0,15.0,2.515066
149,9.0,8.0,14.0,15.0,-2.515066
150,10.0,11.0,14.0,15.0,2.267738
151,11.0,10.0,14.0,15.0,-2.267738
152,12.0,13.0,14.0,15.0,2.281926
153,13.0,12.0,14.0,15.0,-2.281926
154,14.0,15.0,14.0,15.0,2.009514
155,15.0,14.0,14.0,15.0,-2.009514
156,16.0,17.0,14.0,15.0,1.544689
157,17.0,16.0,14.0,15.0,-1.544689
158,18.0,19.0,14.0,15.0,1.549485
159,19.0,18.0,14.0,15.0,-1.549485
160,20.0,21.0,14.0,15.0,1.54858
161,21.0,20.0,14.0,15.0,-1.54858
162,8.0,9.0,15.0,14.0,-2.515066
163,9.0,8.0,15.0,14.0,2.515066
164,10.0,11.0,15.0,14.0,-2.267738
165,11.0,10.0,15.0,14.0,2.267738
166,12.0,13.0,15.0,14.0,-2.281926
167,13.0,12.0,15.0,14.0,2.281926
168,14.0,15.0,15.0,14.0,-2.009514
169,15.0,14.0,15.0,14.0,2.009514
170,16.0,17.0,15.0,14.0,-1.544689
171,17.0,16.0,15.0,14.0,1.544689
172,18.0,19.0,15.0,14.0,-1.549485
173,19.0,18.0,15.0,14.0,1.549485
174,20.0,21.0,15.0,14.0,-1.54858
175,21.0,20.0,15.0,14.0,1.54858
176,8.0,9.0,16.0,17.0,1.4672
177,9.0,8.0,16.0,17.0,-1.4672
178,10.0,11.0,16.0,17.0,2.138134
179,11.0,10.0,16.0,17.0,-2.138134
180,12.0,13.0,16.0,17.0,1.195934
181,13.0,12.0,16.0,17.0,-1.195934
182,14.0,15.0,16.0,17.0,1.544689
183,15.0,14.0,16.0,17.0,-1.544689
184,16.0,17.0,16.0,17.0,1.905411
185,17.0,16.0,16.0,17.0,-1.905411
186,18.0,19.0,16.0,17.0,1.145366
187,19.0,18.0,16.0,17.0,-1.145366
188,20.0,21.0,16.0,17.0,0.96002
189,21.0,20.0,16.0,17.0,-0.96002
190,8.0,9.0,17.0,16.0,-1.4672
191,9.0,8.0,17.0,16.0,1.4672
192,10.0,11.0,17.0,16.0,-2.138134
193,11.0,10.0,17.0,16.0,2.138134
194,12.0,13.0,17.0,16.0,-1.195934
195,13.0,12.0,17.0,16.0,1.195934
196,14.0,15.0,17.0,16.0,-1.544689
197,15.0,14.0,17.0,16.0,1.544689
198,16.0,17.0,17.0,16.0,-1.905411
199,17.0,16.0,17.0,16.0,1.905411
200,18.0,19.0,17.0,16.0,-1.145366
201,19.0,18.0,17.0,16.0,1.145366
202,20.0,21.0,17.0,16.0,-0.96002
203,21.0,20.0,17.0,16.0,0.96002
204,8.0,9.0,18.0,19.0,1.463695
205,9.0,8.0,18.0,19.0,-1.463695
206,10.0,11.0,18.0,19.0,1.5673
207,11.0,10.0,18.0,19.0,-1.5673
208,12.0,13.0,18.0,19.0,1.753611
209,13.0,12.0,18.0,19.0,-1.753611
210,14.0,15.0,18.0,19.0,1.549485
211,15.0,14.0,18.0,19.0,-1.549485
212,16.0,17.0,18.0,19.0,1.145366
213,17.0,16.0,18.0,19.0,-1.145366
214,18.0,19.0,18.0,19.0,1.594499
215,19.0,18.0,18.0,19.0,-1.594499
216,20.0,21.0,18.0,19.0,1.25299
217,21.0,20.0,18.0,19.0,-1.25299
218,8.0,9.0,19.0,18.0,-1.463695
219,9.0,8.0,19.0,18.0,1.463695
220,10.0,11.0,19.0,18.0,-1.5673
221,11.0,10.0,19.0,18.0,1.5673
222,12.0,13.0,19.0,18.0,-1.753611
223,13.0,12.0,19.0,18.0,1.753611
224,14.0,15.0,19.0,18.0,-1.549485
225,15.0,14.0,19.0,18.0,1.549485
226,16.0,17.0,19.0,18.0,-1.145366
227,17.0,16.0,19.0,18.0,1.145366
228,18.0,19.0,19.0,18.0,-1.594499
229,19.0,18.0,19.0,18.0,1.594499
230,20.0,21.0,19.0,18.0,-1.25299
231,21.0,20.0,19.0,18.0,1.25299
232,8.0,9.0,20.0,21.0,1.459578
233,9.0,8.0,20.0,21.0,-1.459578
234,10.0,11.0,20.0,21.0,1.279761
235,11.0,10.0,20.0,21.0,-1.279761
236,12.0,13.0,20.0,21.0,2.02664
237,13.0,12.0,20.0,21.0,-2.02664
238,14.0,15.0,20.0,21.0,1.54858
239,15.0,14.0,20.0,21.0,-1.54858
240,16.0,17.0,20.0,21.0,0.96002
241,17.0,16.0,20.0,21.0,-0.96002
242,18.0,19.0,20.0,21.0,1.25299
243,19.0,18.0,20.0,21.0,-1.25299
244,20.0,21.0,20.0,21.0,1.763787
245,21.0,20.0,20.0,21.0,-1.763787
246,8.0,9.0,21.0,20.0,-1.459578
247,9.0,8.0,21.0,20.0,1.459578
248,10.0,11.0,21.0,20.0,-1.279761
249,11.0,10.0,21.0,20.0,1.279761
250,12.0,13.0,21.0,20.0,-2.02664
251,13.0,12.0,21.0,20.0,2.02664
252,14.0,15.0,21.0,20.0,-1.54858
253,15.0,14.0,21.0,20.0,1.54858
254,16.0,17.0,21.0,20.0,-0.96002
255,17.0,16.0,21.0,20.0,0.96002
256,18.0,19.0,21.0,20.0,-1.25299
257,19.0,18.0,21.0,20.0,1.25299
258,20.0,21.0,21.0,20.0,-1.763787
259,21.0,20.0,21.0,20.0,1.763787
